#...
#...
RF-Frequency	...	...	...	Photon Counter1 Ratio
2.800000000000000000e+09	9.515076844803523892e-01
2.802040816326530457e+09	9.501071294483542928e-01
2.804081632653061390e+09	9.503348238978425178e-01
2.806122448979591846e+09	9.521758742725060509e-01
2.808163265306122303e+09	9.555098569630338101e-01
2.810204081632653236e+09	9.601186952483874437e-01
2.812244897959183693e+09	9.657009237538586310e-01
2.814285714285714149e+09	9.718914073838120782e-01
2.816326530612245083e+09	9.782852249083036078e-01
2.818367346938775539e+09	9.844641549716462992e-01
2.820408163265305996e+09	9.900240320658516557e-01
2.822448979591836929e+09	9.946011831072211207e-01
2.824489795918367386e+09	9.978962153923518485e-01
2.826530612244897842e+09	9.996935999568931086e-01
2.828571428571428776e+09	9.998757693841351379e-01
2.830612244897959232e+09	9.984308079219420540e-01
2.832653061224489689e+09	9.954532308953621955e-01
2.834693877551020622e+09	9.911378024333269421e-01
2.836734693877551079e+09	9.857667958936302544e-01
2.838775510204081535e+09	9.796915302852710061e-01
2.840816326530612469e+09	9.733093903958378590e-01
2.842857142857142925e+09	9.670378337437079974e-01
2.844897959183673382e+09	9.612870845674154063e-01
2.846938775510204315e+09	9.564333009458343415e-01
2.848979591836734772e+09	9.527939701952137241e-01
2.851020408163265228e+09	9.506071419368433695e-01
2.853061224489795685e+09	9.500158572061224715e-01
2.855102040816326618e+09	9.510587920992542577e-01
2.857142857142857075e+09	9.536677279591958545e-01
2.859183673469387531e+09	9.576720135767039510e-01
2.861224489795918465e+09	9.628097275326743532e-01
2.863265306122448921e+09	9.687448105499166795e-01
2.865306122448979378e+09	9.750890472225225425e-01
2.867346938775510311e+09	9.814274592919126627e-01
2.869387755102040768e+09	9.873454494883951993e-01
2.871428571428571224e+09	9.924559204521512523e-01
2.873469387755102158e+09	9.964245948775736217e-01
2.875510204081632614e+09	9.989918806833872900e-01
2.877551020408163071e+09	9.999898510017979358e-01
2.879591836734694004e+09	9.993532283209121125e-01
2.881632653061224461e+09	9.971236543046724243e-01
2.883673469387754917e+09	9.934469660002103186e-01
2.885714285714285851e+09	9.885636565966438027e-01
2.887755102040816307e+09	9.827931446997099085e-01
2.889795918367346764e+09	9.765128810732535136e-01
2.891836734693877697e+09	9.701336594813828595e-01
2.893877551020408154e+09	9.640727465558350806e-01
2.895918367346938610e+09	9.587265882712843190e-01
2.897959183673469543e+09	9.544448783055513585e-01
2.900000000000000000e+09	9.515076844803522782e-01
