#...
#...
RF-Frequency	...	...	...	Photon Counter1 Ratio
2.800000000000000000e+09	9.625000000000002442e-01
2.802040816326530457e+09	9.684005970483112735e-01
2.804081632653061390e+09	9.747328628514162485e-01
2.806122448979591846e+09	9.810826021685834508e-01
2.808163265306122303e+09	9.870344768117452761e-01
2.810204081632653236e+09	9.921991730301437107e-01
2.812244897959183693e+09	9.962388666294087480e-01
2.814285714285714149e+09	9.988893201446534809e-01
2.816326530612245083e+09	9.999771666854274654e-01
2.818367346938775539e+09	9.994312499115132198e-01
2.820408163265305996e+09	9.972872783886327364e-01
2.822448979591836929e+09	9.936854898813755055e-01
2.824489795918367386e+09	9.888614783626125115e-01
2.826530612244897842e+09	9.831307837471878752e-01
2.828571428571428776e+09	9.768682523396611250e-01
2.830612244897959232e+09	9.704835180348403423e-01
2.832653061224489689e+09	9.643942080525241822e-01
2.834693877551020622e+09	9.589986258266505192e-01
2.836734693877551079e+09	9.546496978685844459e-01
2.838775510204081535e+09	9.516318887473291799e-01
2.840816326530612469e+09	9.501425941841485923e-01
2.842857142857142925e+09	9.502792293443719229e-01
2.844897959183673382e+09	9.520328568847407080e-01
2.846938775510204315e+09	9.552887715474843722e-01
2.848979591836734772e+09	9.598340030626444364e-01
2.851020408163265228e+09	9.653712465917749785e-01
2.853061224489795685e+09	9.715383095188642182e-01
2.855102040816326618e+09	9.779318025685601601e-01
2.857142857142857075e+09	9.841335256091601202e-01
2.859183673469387531e+09	9.897378222377918311e-01
2.861224489795918465e+09	9.943781138768357231e-01
2.863265306122448921e+09	9.977508777791063155e-01
2.865306122448979378e+09	9.996355005338809496e-01
2.867346938775510311e+09	9.999087084505300371e-01
2.869387755102040768e+09	9.985526309243879517e-01
2.871428571428571224e+09	9.956559693578999060e-01
2.873469387755102158e+09	9.914081951775879364e-01
2.875510204081632614e+09	9.860871564561451974e-01
2.877551020408163071e+09	9.800409037938918599e-01
2.879591836734694004e+09	9.736649242336619103e-01
2.881632653061224461e+09	9.673762723450186618e-01
2.883673469387754917e+09	9.615862905705939712e-01
2.885714285714285851e+09	9.566737032042537114e-01
2.887755102040816307e+09	9.529598439312999547e-01
2.889795918367346764e+09	9.506876373040812345e-01
2.891836734693877697e+09	9.500057089804923027e-01
2.893877551020408154e+09	9.509586640789741141e-01
2.895918367346938610e+09	9.534841695454989718e-01
2.897959183673469543e+09	9.574170313757123241e-01
2.900000000000000000e+09	9.625000000000004663e-01
