#...
#...
RF-Frequency	...	...	...	Photon Counter1 Ratio
2.800000000000000000e+09	1.000000000000000000e+00
2.802040816326530457e+09	9.991823715759763358e-01
2.804081632653061390e+09	9.967829676030850461e-01
2.806122448979591846e+09	9.929587337524434787e-01
2.808163265306122303e+09	9.879598142077633538e-01
2.810204081632653236e+09	9.821131896657758764e-01
2.812244897959183693e+09	9.758012894392927850e-01
2.814285714285714149e+09	9.694369766510932962e-01
2.816326530612245083e+09	9.634365427439788299e-01
2.818367346938775539e+09	9.581924777434667195e-01
2.820408163265305996e+09	9.540477973777051757e-01
2.822448979591836929e+09	9.512736063247334561e-01
2.824489795918367386e+09	9.500513651812416693e-01
2.826530612244897842e+09	9.504610210752233446e-01
2.828571428571428776e+09	9.524757783024387914e-01
2.830612244897959232e+09	9.559638510407706402e-01
2.832653061224489689e+09	9.606970834969447148e-01
2.834693877551020622e+09	9.663658736394675763e-01
2.836734693877551079e+09	9.725994243523083949e-01
2.838775510204081535e+09	9.789899973758336982e-01
2.840816326530612469e+09	9.851195835780591770e-01
2.842857142857142925e+09	9.905872450464678902e-01
2.844897959183673382e+09	9.950353405466978440e-01
2.846938775510204315e+09	9.981729189336504549e-01
2.848979591836734772e+09	9.997947503455811846e-01
2.851020408163265228e+09	9.997947503455812956e-01
2.853061224489795685e+09	9.981729189336515651e-01
2.855102040816326618e+09	9.950353405466995094e-01
2.857142857142857075e+09	9.905872450464690004e-01
2.859183673469387531e+09	9.851195835780605092e-01
2.861224489795918465e+09	9.789899973758364737e-01
2.863265306122448921e+09	9.725994243523098381e-01
2.865306122448979378e+09	9.663658736394689086e-01
2.867346938775510311e+09	9.606970834969458251e-01
2.869387755102040768e+09	9.559638510407716394e-01
2.871428571428571224e+09	9.524757783024400126e-01
2.873469387755102158e+09	9.504610210752235666e-01
2.875510204081632614e+09	9.500513651812415583e-01
2.877551020408163071e+09	9.512736063247325680e-01
2.879591836734694004e+09	9.540477973777043985e-01
2.881632653061224461e+09	9.581924777434667195e-01
2.883673469387754917e+09	9.634365427439776086e-01
2.885714285714285851e+09	9.694369766510919639e-01
2.887755102040816307e+09	9.758012894392898984e-01
2.889795918367346764e+09	9.821131896657745441e-01
2.891836734693877697e+09	9.879598142077633538e-01
2.893877551020408154e+09	9.929587337524424795e-01
2.895918367346938610e+09	9.967829676030836028e-01
2.897959183673469543e+09	9.991823715759755586e-01
2.900000000000000000e+09	1.000000000000000000e+00
